sku,name,generic_name,brand_name,category_code,strength,base_unit_abbreviation,purchase_unit_abbreviation,dispensing_unit_abbreviation,selling_price,reorder_level,status,manage_stock
MOX-TABCAP-002,"moxi tab",,,TAB_CAP,,TAB,TAB,TAB,97,10,active,1
HLC-DROPS,"HLCEL EYE DROPS",,,DROPS,,DRP,DRP,DRP,136,10,active,1
CAM-TABCAP-001,"CAMAVIT-D3 TAB",,,TAB_CAP,,TAB,TAB,TAB,20,10,active,1
ESP-40MG-TABCAP,"ESPHAM 40MG CAP",,,TAB_CAP,40MG,TAB,TAB,TAB,30.07,10,active,1
ESP-INJ,"ESPHARM INJ",,,INJ,,INJ,INJ,INJ,399,10,active,1
URI-MISC,"URINE BAG",,,MISC,,PC,PC,PC,100,10,active,1
MAS-30MG-TABCAP,"MASDIPINE SR 30MG",,,TAB_CAP,30MG,TAB,TAB,TAB,26.2,10,active,1
STI-10MG-TABCAP,"STIR UP 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,52.5,10,active,1
PAR-500MG-TABCAP,"PARACETAMOL 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,2.67,10,active,1
ULC-SYP,"ULCENIL SUSP",,,SYP,,SYP,SYP,SYP,160,10,active,1
VEP-125MG-SYP,"VEPROX 125MG SUSP",,,SYP,125MG,SYP,SYP,SYP,205,10,active,1
VEP-250MG-SYP,"VEPROX 250MG SUSP",,,SYP,250MG,SYP,SYP,SYP,287,10,active,1
DEV-SYP,"DEVOM SYP",,,SYP,,SYP,SYP,SYP,120,10,active,1
BRI-DROPS,"BRIMODINE 2% EYE DROPS",,,DROPS,,DRP,DRP,DRP,608.77999999999997,10,active,1
PYO-MISC-002,"PYODINE GEL",,,MISC,,PC,PC,PC,205.02000000000001,10,active,1
CLY-DROPS,"CLYCIN VAGINAL CREAM",,,DROPS,,DRP,DRP,DRP,675,10,active,1
MET-DROPS-002,"METNI V GEL",,,DROPS,,DRP,DRP,DRP,197.050000000000011,10,active,1
MAC-TABCAP,"MACA-VIT FORTE TAB",,,TAB_CAP,,TAB,TAB,TAB,45,10,active,1
CLO-DROPS-001,"CLOZOX VAGINAL CREAM",,,DROPS,,DRP,DRP,DRP,166.91999999999999,10,active,1
NAF-20MG-TABCAP,"nafidiphine 20mg",,,TAB_CAP,20MG,TAB,TAB,TAB,8.5,10,active,1
NAF-5MG-TABCAP,"nafidil 5mg",,,TAB_CAP,5MG,TAB,TAB,TAB,3.3,10,active,1
NAF-10MG-TABCAP,"nafidil 10mg",,,TAB_CAP,10MG,TAB,TAB,TAB,3.4,10,active,1
RAM-5MG-TABCAP,"ramipace 5mg",,,TAB_CAP,5MG,TAB,TAB,TAB,26.030000000000001,10,active,1
ESL-5MG-TABCAP,"ESLOR 5MG TAB",,,TAB_CAP,5MG,TAB,TAB,TAB,37,10,active,1
NEU-INJ-001,"NEUROSON IM/IV INJ",,,INJ,,INJ,INJ,INJ,59.5,10,active,1
OMN-40MG-INJ,"OMNIC 40MG I.V UNJ",,,INJ,40MG,INJ,INJ,INJ,425,10,active,1
OND-8MG-INJ,"ONDANZ 8MG INJ",,,INJ,8MG,INJ,INJ,INJ,315,10,active,1
ONS-8MG-TABCAP,"ONSETRON 8MG TAB",,,TAB_CAP,8MG,TAB,TAB,TAB,47,10,active,1
CID-40MG-TABCAP,"CIDRANT 40MG CAP",,,TAB_CAP,40MG,TAB,TAB,TAB,39.29,10,active,1
CRA-SACHET,"CRANPURE SACHET",,,SACHET,,SACH,SACH,SACH,42.5,10,active,1
FAR-500MG-TABCAP,"FARLEV 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,54,10,active,1
FLO-500MG-TABCAP,"FLOXRANT 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,35.8,10,active,1
MOX-400MG-TABCAP-003,"MOXIVAR 400MG TAB",,,TAB_CAP,400MG,TAB,TAB,TAB,138,10,active,1
MIN-SYP,"MINTACID SYP",,,SYP,,SYP,SYP,SYP,260,10,active,1
GAL-0.5MCG-TABCAP,"GALPHA 0.5MCG",,,TAB_CAP,0.5MCG,TAB,TAB,TAB,27.8,10,active,1
ALZ-DROPS,"ALZAGAN EYE DROPS",,,DROPS,,DRP,DRP,DRP,618.11000000000001,10,active,1
PIT-20MG-TABCAP,"PITRIN 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,16,10,active,1
GLU-INJ,"GLUCITA INJ",,,INJ,,INJ,INJ,INJ,155,10,active,1
TRA-SYP,"TRACID SYP",,,SYP,,SYP,SYP,SYP,240,10,active,1
SPA-TABCAP-003,"SPAS FORT TAB",,,TAB_CAP,,TAB,TAB,TAB,27.17,10,active,1
SPO-50MG-TABCAP,"SPON-K 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,7.27,10,active,1
CUT-DROPS,"CUTIVATE M OINT",,,DROPS,,DRP,DRP,DRP,470,10,active,1
ZEF-SYP,"ZEFRIN SYP",,,SYP,,SYP,SYP,SYP,87.75,10,active,1
STR-TABCAP,STREPSILLS,,,TAB_CAP,,TAB,TAB,TAB,20,10,active,1
DOR-DROPS-001,"DORZICA EYE DROPS",,,DROPS,,DRP,DRP,DRP,790,10,active,1
IMB-DROPS,"IMBRY-T EYE DROPS",,,DROPS,,DRP,DRP,DRP,632.49000000000001,10,active,1
MOX-DROPS-002,"MOXBAY EYE DROPS",,,DROPS,,DRP,DRP,DRP,381.019999999999982,10,active,1
ORC-DROPS,"ORCY EYE DROPS",,,DROPS,,DRP,DRP,DRP,134.96000000000001,10,active,1
COR-250MG-INJ,"CORTIZONE 250MG INJ",,,INJ,250MG,INJ,INJ,INJ,226,10,active,1
NAL-10MG-INJ-001,"NALFY 10MG INJ",,,INJ,10MG,INJ,INJ,INJ,125,10,active,1
MAS-20MG-TABCAP,"MASDIPINE SR 20MG",,,TAB_CAP,20MG,TAB,TAB,TAB,8.83,10,active,1
ORL-SACHET,"ORL (ORS) LEMON SACHET",,,SACHET,,SACH,SACH,SACH,32.5,10,active,1
CIN-500MG-TABCAP,"CINROL 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,35,10,active,1
MOT-TABCAP,"MOTIM V TAB",,,TAB_CAP,,TAB,TAB,TAB,14.16,10,active,1
PRO-MISC-008,"PRO FRESH MOUTH WASH",,,MISC,,PC,PC,PC,190,10,active,1
GLY-MISC-002,"GLYCERINE SPASRID",,,MISC,,PC,PC,PC,115,10,active,1
BEN-INJ-001,"BENTABION INJ",,,INJ,,INJ,INJ,INJ,35,10,active,1
DEL-INJ-001,DELTASOLONE,,,INJ,,INJ,INJ,INJ,20,10,active,1
TAR-DROPS-001,"TARISIN NASAL SPRAY",,,DROPS,,DRP,DRP,DRP,390.55000000000001,10,active,1
CRO-DROPS,"CROLIMUS 0.1% OINT",,,DROPS,,DRP,DRP,DRP,1265,10,active,1
SIN-250MG-TABCAP,"SINEMET 25/250MG TAB",,,TAB_CAP,250MG,TAB,TAB,TAB,27.5,10,active,1
IMM-300IU-INJ,"Immuunoglobulins 300iu",,,INJ,300IU,INJ,INJ,INJ,18000,10,active,1
REN-400MG-TABCAP,"RENAVEL 400MG TAB",,,TAB_CAP,400MG,TAB,TAB,TAB,71.67,10,active,1
CLA-SYP-001,"CLARITEK SUP",,,SYP,,SYP,SYP,SYP,200,10,active,1
VCA-24GM-MISC,"V-CATH 24G",,,MISC,24GM,PC,PC,PC,350,10,active,1
BUT-22GM-MISC,"BUTTERFLY NEEDLE 22G",,,MISC,22GM,PC,PC,PC,200,10,active,1
BUT-24GM-MISC,"BUTTERFLY NEEDLE 24G",,,MISC,24GM,PC,PC,PC,200,10,active,1
LOS-50MG-TABCAP,"LOSARTIN 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,11.5,10,active,1
NEU-50MG-TABCAP,"NEUDOPA 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,15.27,10,active,1
BAK-INJ,"BAKTRON INJ",,,INJ,,INJ,INJ,INJ,200,10,active,1
MAG-INJ-001,"MAGNS INFU",,,INJ,,INJ,INJ,INJ,450,10,active,1
PRE-100MG-TABCAP,"PREGALAX 100MG CAP",,,TAB_CAP,100MG,TAB,TAB,TAB,30.92,10,active,1
TOB-5ML-DROPS,"TOBRADEX 5ML DROPS",,,DROPS,5ML,DRP,DRP,DRP,731.61000000000001,10,active,1
PEN-1GM-INJ,"PENESAV 1GM INJ",,,INJ,1GM,INJ,INJ,INJ,2895,10,active,1
PEN-1GM-INJ-001,"Pensive 1g in 5j",,,INJ,1GM,INJ,INJ,INJ,2895,10,active,1
ESA-40MG-TABCAP-001,"ESANTE 40MG",,,TAB_CAP,40MG,TAB,TAB,TAB,33.14,10,active,1
TON-TABCAP-001,"TONOFLEX SR TAB",,,TAB_CAP,,TAB,TAB,TAB,43.73,10,active,1
FEX-TABCAP,"FEXET D TAB",,,TAB_CAP,,TAB,TAB,TAB,30,10,active,1
TAC-0.5MG-TABCAP,"TACAVIR 0.5MG TAB",,,TAB_CAP,0.5MG,TAB,TAB,TAB,43.67,10,active,1
TSI-0.4MG-TABCAP,"T-SIN 0.4MG CAP",,,TAB_CAP,0.4MG,TAB,TAB,TAB,58,10,active,1
CAR-6.25MG-TABCAP,"CARVEDA 6.25MG TAB",,,TAB_CAP,6.25MG,TAB,TAB,TAB,17.1,10,active,1
COF-SYP,"COF-IVY SYP",,,SYP,,SYP,SYP,SYP,275,10,active,1
HEX-1GM-INJ,"HEXAPENAM 1GM INJ",,,INJ,1GM,INJ,INJ,INJ,2300,10,active,1
QUS-25MG-TABCAP,"QUSEL 25MG TAB",,,TAB_CAP,25MG,TAB,TAB,TAB,21.37,10,active,1
LIP-20MG-TABCAP-001,"LIPIREX 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,48,10,active,1
XET-TABCAP,"xeticam  tab",,,TAB_CAP,,TAB,TAB,TAB,69.59999999999999,10,active,1
DAC-500MG-TABCAP,"dacetam 500mg",,,TAB_CAP,500MG,TAB,TAB,TAB,56.67,10,active,1
NEO-300MG-TABCAP,"NEOGAB 300MG CAP",,,TAB_CAP,300MG,TAB,TAB,TAB,50.91,10,active,1
SAV-50MG-TABCAP,"SAVESTO 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,49.68,10,active,1
ZIL-50MG-TABCAP,"ZILOS 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,14.7,10,active,1
AGL-100MG-TABCAP,"AGLOTIN 100MG TAB",,,TAB_CAP,100MG,TAB,TAB,TAB,9.75,10,active,1
AGL-50MG-TABCAP,"AGLOTIN 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,7.2,10,active,1
CYT-200MCG-TABCAP,"CYTOLOG 200MCG TAB",,,TAB_CAP,200MCG,TAB,TAB,TAB,16.7,10,active,1
ESP-50MG-TABCAP,"ESPETAL 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,30.77,10,active,1
MAG-2MG-TABCAP-001,"MAGPRIDE 2MG TAB",,,TAB_CAP,2MG,TAB,TAB,TAB,14.5,10,active,1
MAG-4MG-TABCAP,"MAGPRIDE 4MG TAB",,,TAB_CAP,4MG,TAB,TAB,TAB,19.5,10,active,1
PRE-300MG-TABCAP,"PREGALAX 300MG CAP",,,TAB_CAP,300MG,TAB,TAB,TAB,53.57,10,active,1
STE-10MG-TABCAP,"STELOPAM 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,26.28,10,active,1
ATO-10MG-TABCAP,"ATORMAG 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,25.4,10,active,1
ATO-20MG-TABCAP,"ATORMAG 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,43.1,10,active,1
MEE-50MG-TABCAP,"MEEL Q10 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,45.5,10,active,1
PRE-75MG-TABCAP,"PRELIN 75MG CAP",,,TAB_CAP,75MG,TAB,TAB,TAB,36,10,active,1
MET-INJ-002,"METOCLOPRAMIDE INJ",,,INJ,,INJ,INJ,INJ,10.17,10,active,1
AVA-20MG-TABCAP,"AVATIN 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,29,10,active,1
VAR-100MG-TABCAP,"VARIGAB 100MG CAP",,,TAB_CAP,100MG,TAB,TAB,TAB,35.36,10,active,1
ZOL-600MG-TABCAP,"ZOLIDIN 600MG TAB",,,TAB_CAP,600MG,TAB,TAB,TAB,124.58,10,active,1
SCA-DROPS-002,"SCABI CLEAR LOTION",,,DROPS,,DRP,DRP,DRP,335,10,active,1
OSN-SYP-001,"OSNATE D SYP",,,SYP,,SYP,SYP,SYP,650,10,active,1
DIO-INJ-001,diozocin,,,INJ,,INJ,INJ,INJ,24.56,10,active,1
TER-250MG-TABCAP,"TERBISIL 250MG TAB",,,TAB_CAP,250MG,TAB,TAB,TAB,57.5,10,active,1
SIN-TABCAP,"SINAMET 25/250 TAB",,,TAB_CAP,,TAB,TAB,TAB,26.87,10,active,1
AMA-2MG-TABCAP,"AMAROX TAB 2MG",,,TAB_CAP,2MG,TAB,TAB,TAB,15.25,10,active,1
NEU-TABCAP-001,"NEUDOPA 25/250",,,TAB_CAP,,TAB,TAB,TAB,28,10,active,1
MAD-TABCAP,"MADRIN TAB",,,TAB_CAP,,TAB,TAB,TAB,10,10,active,1
SUL-1GM-INJ,"sulbran 1g",,,INJ,1GM,INJ,INJ,INJ,325,10,active,1
REV-500MG-TABCAP,"Revograf 500mg",,,TAB_CAP,500MG,TAB,TAB,TAB,143,10,active,1
INO-2.5MG-TABCAP-002,"INOGRAF 2.5MG tab v",,,TAB_CAP,2.5MG,TAB,TAB,TAB,217,10,active,1
SIN-275MG-TABCAP,"SINEDOPA 275MG TAB",,,TAB_CAP,275MG,TAB,TAB,TAB,16.75,10,active,1
ORT-TABCAP,"ORTHERM PLUS",,,TAB_CAP,,TAB,TAB,TAB,31.2,10,active,1
DAV-SYP-001,"DAVICID SYP",,,SYP,,SYP,SYP,SYP,150,10,active,1
DAV-SYP-002,"DAVIGINK SYP",,,SYP,,SYP,SYP,SYP,390,10,active,1
AVE-INJ,"Avelox inj",,,INJ,,INJ,INJ,INJ,1967,10,active,1
MOX-400MG-INJ,"Moxiget inj 400mg",,,INJ,400MG,INJ,INJ,INJ,571,10,active,1
IVA-5MG-TABCAP,"IVATAB 5MG TAB",,,TAB_CAP,5MG,TAB,TAB,TAB,48.21,10,active,1
SIP-TABCAP,"sipmit 50/500",,,TAB_CAP,,TAB,TAB,TAB,39.29,10,active,1
OMA-2MG-TABCAP,"omard 2mg",,,TAB_CAP,2MG,TAB,TAB,TAB,19,10,active,1
STA-MISC,"STARI STEIP",,,MISC,,PC,PC,PC,300,10,active,1
POL-MISC-002,"POLYTHIN GLOVES",,,MISC,,PC,PC,PC,1,10,active,1
OXY-MISC,"OXYGEN NASEL CHILD CANOLA",,,MISC,,PC,PC,PC,200,10,active,1
OXY-MISC-001,"OXYGEN NASEL ADULT CANOLA",,,MISC,,PC,PC,PC,200,10,active,1
FIN-MISC,"FINE TAPE",,,MISC,,PC,PC,PC,115,10,active,1
INF-10MG-TABCAP,"INFOZEN DS 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,19,10,active,1
EXT-4.5MG-INJ,"Extum 4.5mg",,,INJ,4.5MG,INJ,INJ,INJ,1700,10,active,1
TAC-0.5MG-TABCAP-001,"tacavir 0.5mg tab",,,TAB_CAP,0.5MG,TAB,TAB,TAB,43.67,10,active,1
ATO-20MG-TABCAP-001,"atorva 20mg",,,TAB_CAP,20MG,TAB,TAB,TAB,66.15000000000001,10,active,1
EYE-TABCAP,"eyemox d drop",,,TAB_CAP,,TAB,TAB,TAB,390,10,active,1
ZOL-TABCAP-001,"zolabrin drop",,,TAB_CAP,,TAB,TAB,TAB,876,10,active,1
POL-TABCAP-003,"polysaline drop",,,TAB_CAP,,TAB,TAB,TAB,150,10,active,1
LIG-5ML-DROPS,"LIGCY EAR/D 5ML",,,DROPS,5ML,DRP,DRP,DRP,190,10,active,1
ORC-DROPS-001,"ORCY E/OINT",,,DROPS,,DRP,DRP,DRP,180,10,active,1
TRI-DROPS,"TRINOSE NASAL SPRAY 120",,,DROPS,,DRP,DRP,DRP,973.63,10,active,1
DEE-DROPS,"DEECARE DROPS",,,DROPS,,DRP,DRP,DRP,700,10,active,1
TAS-40MG-TABCAP,"TASMI 40MG TAB",,,TAB_CAP,40MG,TAB,TAB,TAB,20.6,10,active,1
MYG-500MG-TABCAP,"MYGRAF 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,142.5,10,active,1
FUN-250MG-TABCAP,"FUNASOLE 250MG TAB",,,TAB_CAP,250MG,TAB,TAB,TAB,81,10,active,1
XOB-15MG-TABCAP,"XOBIX 15MG TAB",,,TAB_CAP,15MG,TAB,TAB,TAB,32.77,10,active,1
PAR-25MG-TABCAP,"PAROMAX CR 25MG",,,TAB_CAP,25MG,TAB,TAB,TAB,54,10,active,1
LAM-10MG-TABCAP,"lame 10mg",,,TAB_CAP,10MG,TAB,TAB,TAB,16,10,active,1
SIL-SYP,"SILLIVER SUSPENSION",,,SYP,,SYP,SYP,SYP,255,10,active,1
SER-24MG-TABCAP,"SERC 24MG TAB",,,TAB_CAP,24MG,TAB,TAB,TAB,28.98,10,active,1
HAE-500ML-INJ,"HAEMACCEL 500ML INJ",,,INJ,500ML,INJ,INJ,INJ,942,10,active,1
REN-TABCAP,RENALOG,,,TAB_CAP,,TAB,TAB,TAB,44.5,10,active,1
FUD-15GM-DROPS,"FUDIC H 15GM CREAM",,,DROPS,15GM,DRP,DRP,DRP,340,10,active,1
SIL-SYP-001,"silargo syp",,,SYP,,SYP,SYP,SYP,500,10,active,1
TER-200MG-TABCAP,"teril 200mg tab",,,TAB_CAP,200MG,TAB,TAB,TAB,10.31,10,active,1
BAR-DROPS,"Baripeg-p drop",,,DROPS,,DRP,DRP,DRP,260,10,active,1
TTI-INJ,"TT INJ",,,INJ,,INJ,INJ,INJ,70,10,active,1
HEA-TABCAP,"HEALER CAP",,,TAB_CAP,,TAB,TAB,TAB,4,10,active,1
ENZ-240ML-MISC,"ENZICLOR M/W 240ML",,,MISC,240ML,PC,PC,PC,369.31999999999999,10,active,1
CER-1.5MG-TABCAP,"CEREGIN 1.5MG TAB",,,TAB_CAP,1.5MG,TAB,TAB,TAB,15,10,active,1
SYN-TABCAP-001,"SYNALGO TAB",,,TAB_CAP,,TAB,TAB,TAB,17.5,10,active,1
HIS-DROPS,"HI-SALZ T/P",,,DROPS,,DRP,DRP,DRP,259.60000000000002,10,active,1
SEI-200MG-TABCAP,"SEIZUNIL 200MG TAB",,,TAB_CAP,200MG,TAB,TAB,TAB,9.99,10,active,1
NOV-500MG-TABCAP-001,"NOVELINK 500MG CAP",,,TAB_CAP,500MG,TAB,TAB,TAB,28.75,10,active,1
CER-4.5MG-TABCAP,"CEREGIN 4.5MG TAB",,,TAB_CAP,4.5MG,TAB,TAB,TAB,35,10,active,1
MPO-TABCAP,"m-poir gell",,,TAB_CAP,,TAB,TAB,TAB,230,10,active,1
VIS-TABCAP-001,"visol gell eye",,,TAB_CAP,,TAB,TAB,TAB,271,10,active,1
SOV-300MG-TABCAP,"sovela 300mg",,,TAB_CAP,300MG,TAB,TAB,TAB,232.13999999999999,10,active,1
PRE-TABCAP-001,"prednesolene drop",,,TAB_CAP,,TAB,TAB,TAB,75,10,active,1
TER-250MG-TABCAP-001,"ternifer 250mg",,,TAB_CAP,250MG,TAB,TAB,TAB,58.5,10,active,1
MUP-DROPS,"mupir eye",,,DROPS,,DRP,DRP,DRP,337,10,active,1
TER-TABCAP,"terbsil lotion",,,TAB_CAP,,TAB,TAB,TAB,380,10,active,1
SNS-TABCAP,"sns bar",,,TAB_CAP,,TAB,TAB,TAB,290,10,active,1
STU-TABCAP,"stugeron forts",,,TAB_CAP,,TAB,TAB,TAB,24.6,10,active,1
FUM-100MG-TABCAP,"fumic 100mg",,,TAB_CAP,100MG,TAB,TAB,TAB,39.5,10,active,1
RIV-TABCAP,"rivotril drops 1",,,TAB_CAP,,TAB,TAB,TAB,370,10,active,1
FUN-MISC,"FUNASOLE CREAM2",,,MISC,,PC,PC,PC,266,10,active,1
MOX-DROPS-003,"MOXINIM EYE DROPS",,,DROPS,,DRP,DRP,DRP,417,10,active,1
NIK-550MG-TABCAP,"NIKZON 550MG TAB",,,TAB_CAP,550MG,TAB,TAB,TAB,19,10,active,1
NIC-INJ,"NICFER INJ",,,INJ,,INJ,INJ,INJ,430,10,active,1
B12-INJ,"B-12 INJ",,,INJ,,INJ,INJ,INJ,30,10,active,1
CRA-SACHET-001,"CRANWELL SACHET",,,SACHET,,SACH,SACH,SACH,38,10,active,1
KOL-60ML-SYP,"KOLOROL 60ML SYP",,,SYP,60ML,SYP,SYP,SYP,110,10,active,1
GOL-DROPS,"GOLIC DROPS",,,DROPS,,DRP,DRP,DRP,200,10,active,1
EBA-10MG-TABCAP-001,"EBATIN 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,18,10,active,1
OTO-DROPS,"OTOSPORIN EAR DROPS",,,DROPS,,DRP,DRP,DRP,74,10,active,1
TAC-TABCAP,"TACROLIMUS ONIT",,,TAB_CAP,,TAB,TAB,TAB,1200,10,active,1
LIT-TABCAP,"LITVAS10MG TAB",,,TAB_CAP,,TAB,TAB,TAB,24.8,10,active,1
AEV-20MG-TABCAP,"AEVA 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,49.5,10,active,1
TUC-2GM-INJ,"TUCSON 2G IV INJ",,,INJ,2GM,INJ,INJ,INJ,680,10,active,1
DUL-30MG-TABCAP,"DULOVAR 30MG CAP",,,TAB_CAP,30MG,TAB,TAB,TAB,41.07,10,active,1
DUL-60MG-TABCAP-001,"DULOVAR 60MG CAP",,,TAB_CAP,60MG,TAB,TAB,TAB,65,10,active,1
OMI-40MG-INJ,"OMIVAR 40MG IV",,,INJ,40MG,INJ,INJ,INJ,510,10,active,1
FLU-DROPS,"FLUCONAZOLE CREAM",,,DROPS,,DRP,DRP,DRP,356,10,active,1
KLE-TABCAP,"kleen enama",,,TAB_CAP,,TAB,TAB,TAB,250,10,active,1
HEP-20MG-TABCAP,"Hepta 20mg",,,TAB_CAP,20MG,TAB,TAB,TAB,10,10,active,1
EXO-3MG-TABCAP,"Exonil 3mg",,,TAB_CAP,3MG,TAB,TAB,TAB,8.33,10,active,1
IRO-INJ-001,"IROSYN INJ",,,INJ,,INJ,INJ,INJ,518.79999999999995,10,active,1
CZO-1GM-INJ,"CZONE 1G INJ",,,INJ,1GM,INJ,INJ,INJ,18.33,10,active,1
ROS-10MG-TABCAP,"ROSOPER 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,14.19,10,active,1
ROS-20MG-TABCAP,"ROSOPER 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,28.39,10,active,1
FER-10MG-TABCAP,"FEROLAX 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,18.33,10,active,1
STA-300MG-TABCAP,"STACER 300MG TAB",,,TAB_CAP,300MG,TAB,TAB,TAB,10.5,10,active,1
ROT-250MG-INJ,"ROTACORT 250MG INJ",,,INJ,250MG,INJ,INJ,INJ,7.53,10,active,1
SAL-35GM-DROPS,"SALVION 35GM CREAM",,,DROPS,35GM,DRP,DRP,DRP,180,10,active,1
CLA-SYP-002,"CLARILIDE SYP",,,SYP,,SYP,SYP,SYP,425,10,active,1
DES-TABCAP,"DESDINE TAB",,,TAB_CAP,,TAB,TAB,TAB,27.5,10,active,1
PRO-40MG-INJ,"PROPRAZOL 40MG INJ",,,INJ,40MG,INJ,INJ,INJ,535,10,active,1
KLA-250MG-TABCAP-001,"KLARICIN 250MG TAB",,,TAB_CAP,250MG,TAB,TAB,TAB,44.2,10,active,1
KLA-500MG-TABCAP-001,"KLARICIN 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,82,10,active,1
ROT-INJ,"ROTACORT INJ",,,INJ,,INJ,INJ,INJ,226,10,active,1
HEP-20MG-TABCAP-001,"HEPTA 20MG",,,TAB_CAP,20MG,TAB,TAB,TAB,30,10,active,1
PRO-100ML-INJ,"PROVAS 100ML INJ",,,INJ,100ML,INJ,INJ,INJ,203,10,active,1
VAS-TABCAP-001,"VASTAREL MR",,,TAB_CAP,,TAB,TAB,TAB,41,10,active,1
EPI-SYP-001,EPICETAM,,,SYP,,SYP,SYP,SYP,699.29999999999995,10,active,1
LOW-75MG-TABCAP-001,"lowplat 75mg",,,TAB_CAP,75MG,TAB,TAB,TAB,27,10,active,1
SMA-MISC,"smart care",,,MISC,,PC,PC,PC,150,10,active,1
IND-INJ,"INDROP-D INJ",,,INJ,,INJ,INJ,INJ,280,10,active,1
DOC-250MG-TABCAP,"DOCINAF 250MG TAB",,,TAB_CAP,250MG,TAB,TAB,TAB,63,10,active,1
DIG-120ML-SYP,"DIGEL 120ML SUSP",,,SYP,120ML,SYP,SYP,SYP,360,10,active,1
RES-120ML-SYP,"RESPIRE-IV 120ML SYP",,,SYP,120ML,SYP,SYP,SYP,350,10,active,1
AMP-120ML-SYP,"AMPETITE 120ML SYP",,,SYP,120ML,SYP,SYP,SYP,220,10,active,1
MEO-40MG-TABCAP,"MEO-MED 40MG CAP",,,TAB_CAP,40MG,TAB,TAB,TAB,31.79,10,active,1
AZI-500MG-INJ,"AZITMA 500MG INJ",,,INJ,500MG,INJ,INJ,INJ,350,10,active,1
DOR-INJ-001,"DORCOM INJ",,,INJ,,INJ,INJ,INJ,500,10,active,1
AZI-INJ,"AZITAMA INJ",,,INJ,,INJ,INJ,INJ,350,10,active,1
LAR-SYP,"LAREACE SYP",,,SYP,,SYP,SYP,SYP,350,10,active,1
DIA-TABCAP-007,"DIANE 35 TAB",,,TAB_CAP,,TAB,TAB,TAB,31,10,active,1
VOL-TABCAP-001,"VOLTRAL SR100 TAB",,,TAB_CAP,,TAB,TAB,TAB,25.38,10,active,1
MIX-INJ,"MIXTARD PENFIL3 ML",,,INJ,,INJ,INJ,INJ,507.57999999999998,10,active,1
NEX-40MG-TABCAP-001,"NEXUM 40MG CAP",,,TAB_CAP,40MG,TAB,TAB,TAB,46,10,active,1
MON-10MG-TABCAP-001,"MONTIGET 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,38.52,10,active,1
RIG-120ML-SYP,"RIGIX 120ML ORAL SOL.",,,SYP,120ML,SYP,SYP,SYP,200,10,active,1
TRA-500MG-TABCAP,"TRANSAMIN 500MG CAP",,,TAB_CAP,500MG,TAB,TAB,TAB,53.25,10,active,1
SOD-DROPS,"SODA GLYCERIN DROP",,,DROPS,,DRP,DRP,DRP,30,10,active,1
BAR-2.5MG-TABCAP,"BARILOL 2.5MG TAB",,,TAB_CAP,2.5MG,TAB,TAB,TAB,6.7,10,active,1
BAR-5MG-TABCAP,"BARILOL 5MG TAB",,,TAB_CAP,5MG,TAB,TAB,TAB,26,10,active,1
VIT-INJ-001,"VITA D INJ",,,INJ,,INJ,INJ,INJ,145,10,active,1
COM-SACHET,"COMAX SACHET",,,SACHET,,SACH,SACH,SACH,44,10,active,1
FLU-SYP,"FLUCOWEL SYP",,,SYP,,SYP,SYP,SYP,290,10,active,1
MEB-20MG-TABCAP,"MEBI-SR 20MG CAP",,,TAB_CAP,20MG,TAB,TAB,TAB,40,10,active,1
NUL-50MG-TABCAP,"NULEX 50MG CAP",,,TAB_CAP,50MG,TAB,TAB,TAB,25.36,10,active,1
MBE-1GM-INJ,"MBEZ 1G INJ",,,INJ,1GM,INJ,INJ,INJ,887,10,active,1
